Year,Month,Word,Frequency
2011,08,debt,51
2011,08,economy,50
2011,08,congress,50
2011,08,job,45
2011,02,budget,97
2011,02,new,95
2011,02,cuts,82
2011,02,year,76
2011,02,spending,75
2011,02,federal,70
2011,02,congress,69
2011,02,business,68
2011,02,district,65
2011,02,government,62
2013,07,act,89
2013,07,care,66
2013,07,americans,65
2013,07,congress,63
2013,07,bill,62
2013,07,district,60
2013,07,health,59
2013,07,families,52
2013,07,rights,51
2013,07,affordable,51
2010,03,health,356
2010,03,care,260
2010,03,bill,179
2010,03,reform,153
2010,03,insurance,151
2010,03,legislation,101
2010,03,new,99
2010,03,coverage,99
2010,03,act,97
2010,03,district,94
2014,03,act,99
2014,03,new,98
2014,03,bill,79
2014,03,district,71
2014,03,federal,71
2014,03,insurance,70
2014,03,congress,66
2014,03,work,63
2014,03,year,61
2014,03,march,52
2010,04,tax,140
2010,04,new,134
2010,04,act,129
2010,04,health,126
2010,04,federal,94
2010,04,care,91
2010,04,district,87
2010,04,year,81
2010,04,jobs,81
2010,04,million,75
2010,11,schiff,39
2010,11,new,29
2010,11,district,24
2010,11,cidimagejpgccbcacf,22
2010,11,center,22
2010,11,act,21
2010,11,care,20
2010,11,jobs,20
2010,11,help,19
2010,11,health,19
2015,02,congress,156
2015,02,new,106
2015,02,help,91
2015,02,congressman,90
2015,02,also,85
2015,02,space,78
2015,02,district,76
2015,02,serrano,73
2015,02,get,71
2015,02,last,70
2015,05,trade,81
2015,05,congress,72
2015,05,bill,61
2015,05,national,60
2015,05,american,55
2015,05,district,53
2015,05,may,51
2015,05,veterans,50
2015,05,new,47
2015,05,work,46
2014,08,new,86
2014,08,veterans,86
2014,08,act,84
2014,08,bill,83
2014,08,care,79
2014,08,congress,72
2014,08,va,67
2014,08,also,66
2014,08,health,64
2014,08,district,59
2010,09,small,179
2010,09,new,158
2010,09,business,111
2010,09,businesses,108
2010,09,act,100
2010,09,health,97
2010,09,bill,90
2010,09,care,88
2010,09,tax,87
2010,09,jobs,75
2012,01,jobs,114
2012,01,state,89
2012,01,american,83
2012,01,congress,77
2012,01,new,76
2012,01,district,74
2012,01,economy,73
2012,01,union,68
2012,01,work,67
2012,01,address,63
2014,04,budget,122
2014,04,health,89
2014,04,new,86
2014,04,act,85
2014,04,congress,69
2014,04,also,66
2014,04,district,64
2014,04,work,62
2014,04,care,62
2014,04,help,62
2009,08,rural,23
2009,08,health,12
2009,08,reform,9
2009,08,care,8
2009,08,caucus,8
2009,08,country,8
2009,08,district,7
2009,08,month,6
2009,08,africa,6
2009,08,also,6
2009,09,health,298
